review_id,customer_id,review_text,sentiment
REV-2009,CUST-102045,The blender arrived on time and packaging was perfect. Five stars.,positive
REV-2010,CUST-100246,The blender arrived on time and packaging was perfect. Five stars.,positive
REV-2011,CUST-104743,Delivery took way too long and the desk lamp arrived damaged.,negative
REV-2012,CUST-105770,"Great customer support when my coffee maker had an issue, resolved quickly.",positive
REV-2013,CUST-105414,"Fast delivery and the office chair works great, very happy with this purchase.",positive
REV-2014,CUST-105448,"Would not recommend, the desk lamp did not match the description at all.",negative
REV-2015,CUST-103841,"Overpriced for what you get, the desk lamp feels cheap and flimsy.",negative
REV-2016,CUST-105030,"Overpriced for what you get, the desk lamp feels cheap and flimsy.",negative
REV-2017,CUST-101971,The office chair arrived on time and packaging was perfect. Five stars.,positive
REV-2018,CUST-105480,"Great customer support when my phone case had an issue, resolved quickly.",positive
REV-2019,CUST-100059,"Would not recommend, the phone case did not match the description at all.",negative
REV-2020,CUST-104864,"Love the coffee maker, exactly as described. Highly recommend to others.",positive
REV-2021,CUST-104639,"Great customer support when my sneakers had an issue, resolved quickly.",positive
REV-2022,CUST-102099,"Fast delivery and the coffee maker works great, very happy with this purchase.",positive
REV-2023,CUST-105108,Customer support never responded about my coffee maker refund request.,negative
REV-2024,CUST-101646,"The desk lamp broke after one week, very disappointed with the quality.",negative
REV-2025,CUST-100862,The blender arrived on time and packaging was perfect. Five stars.,positive
REV-2026,CUST-102908,"Would not recommend, the phone case did not match the description at all.",negative
REV-2027,CUST-104476,"Great customer support when my desk lamp had an issue, resolved quickly.",positive
REV-2028,CUST-105245,"The desk lamp broke after one week, very disappointed with the quality.",negative
REV-2029,CUST-101744,"Would not recommend, the backpack did not match the description at all.",negative
REV-2030,CUST-104818,"Excellent quality coffee maker, exceeded my expectations. Will buy again!",positive
REV-2031,CUST-104652,The blender arrived on time and packaging was perfect. Five stars.,positive
REV-2032,CUST-104366,"Love the coffee maker, exactly as described. Highly recommend to others.",positive
REV-2033,CUST-103654,"Excellent quality desk lamp, exceeded my expectations. Will buy again!",positive
REV-2034,CUST-105267,"The sneakers broke after one week, very disappointed with the quality.",negative
REV-2035,CUST-105887,"Love the office chair, exactly as described. Highly recommend to others.",positive
REV-2036,CUST-101311,"Would not recommend, the phone case did not match the description at all.",negative
REV-2037,CUST-100581,"Fast delivery and the backpack works great, very happy with this purchase.",positive
REV-2038,CUST-103543,Customer support never responded about my sneakers refund request.,negative
REV-2039,CUST-102050,The backpack arrived on time and packaging was perfect. Five stars.,positive
REV-2040,CUST-100991,"The backpack broke after one week, very disappointed with the quality.",negative
REV-2041,CUST-100685,The sneakers arrived on time and packaging was perfect. Five stars.,positive
REV-2042,CUST-100706,"Fast delivery and the office chair works great, very happy with this purchase.",positive
REV-2043,CUST-103208,Delivery took way too long and the coffee maker arrived damaged.,negative
REV-2044,CUST-105830,Delivery took way too long and the backpack arrived damaged.,negative
REV-2045,CUST-102341,Delivery took way too long and the sneakers arrived damaged.,negative
REV-2046,CUST-101193,The blender arrived on time and packaging was perfect. Five stars.,positive
REV-2047,CUST-103981,"Would not recommend, the sneakers did not match the description at all.",negative
REV-2048,CUST-100501,"Excellent quality phone case, exceeded my expectations. Will buy again!",positive
REV-2049,CUST-103768,"The backpack broke after one week, very disappointed with the quality.",negative
REV-2050,CUST-102859,"Fast delivery and the desk lamp works great, very happy with this purchase.",positive
REV-2051,CUST-103140,Delivery took way too long and the coffee maker arrived damaged.,negative
REV-2052,CUST-100306,"Would not recommend, the phone case did not match the description at all.",negative
REV-2053,CUST-104780,"The coffee maker broke after one week, very disappointed with the quality.",negative
REV-2054,CUST-102892,"Overpriced for what you get, the phone case feels cheap and flimsy.",negative
REV-2055,CUST-105374,"Would not recommend, the backpack did not match the description at all.",negative
REV-2056,CUST-105356,"Excellent quality backpack, exceeded my expectations. Will buy again!",positive
REV-2057,CUST-102308,"Excellent quality sneakers, exceeded my expectations. Will buy again!",positive
REV-2058,CUST-100794,"Overpriced for what you get, the blender feels cheap and flimsy.",negative
REV-2059,CUST-102863,"The blender broke after one week, very disappointed with the quality.",negative
REV-2060,CUST-101616,"The phone case broke after one week, very disappointed with the quality.",negative
REV-2061,CUST-100920,Customer support never responded about my wireless earbuds refund request.,negative
REV-2062,CUST-105052,Delivery took way too long and the coffee maker arrived damaged.,negative
REV-2063,CUST-101663,Customer support never responded about my sneakers refund request.,negative
REV-2064,CUST-104931,The blender arrived on time and packaging was perfect. Five stars.,positive
REV-2065,CUST-104575,"Excellent quality sneakers, exceeded my expectations. Will buy again!",positive
REV-2066,CUST-100504,"Fast delivery and the phone case works great, very happy with this purchase.",positive
REV-2067,CUST-103052,Customer support never responded about my office chair refund request.,negative
REV-2068,CUST-104714,"Love the desk lamp, exactly as described. Highly recommend to others.",positive
REV-2069,CUST-101165,"Great customer support when my backpack had an issue, resolved quickly.",positive
REV-2070,CUST-101236,"Love the sneakers, exactly as described. Highly recommend to others.",positive
REV-2071,CUST-103530,"Love the coffee maker, exactly as described. Highly recommend to others.",positive
REV-2072,CUST-102439,Customer support never responded about my backpack refund request.,negative
REV-2073,CUST-104830,"Would not recommend, the backpack did not match the description at all.",negative
REV-2074,CUST-104292,The backpack arrived on time and packaging was perfect. Five stars.,positive
REV-2075,CUST-101535,Customer support never responded about my backpack refund request.,negative
REV-2076,CUST-104631,"Great customer support when my desk lamp had an issue, resolved quickly.",positive
REV-2077,CUST-101693,Customer support never responded about my phone case refund request.,negative
REV-2078,CUST-104003,Customer support never responded about my sneakers refund request.,negative
REV-2079,CUST-100824,The office chair arrived on time and packaging was perfect. Five stars.,positive
REV-2080,CUST-103254,Delivery took way too long and the blender arrived damaged.,negative
REV-2081,CUST-101814,The office chair arrived on time and packaging was perfect. Five stars.,positive
REV-2082,CUST-100873,"Great customer support when my wireless earbuds had an issue, resolved quickly.",positive
REV-2083,CUST-102785,"Fast delivery and the blender works great, very happy with this purchase.",positive
REV-2084,CUST-100436,"Love the office chair, exactly as described. Highly recommend to others.",positive
REV-2085,CUST-105531,"The office chair broke after one week, very disappointed with the quality.",negative
REV-2086,CUST-100007,"Excellent quality phone case, exceeded my expectations. Will buy again!",positive
REV-2087,CUST-100088,"Love the sneakers, exactly as described. Highly recommend to others.",positive
REV-2088,CUST-100173,Delivery took way too long and the wireless earbuds arrived damaged.,negative
REV-2089,CUST-104146,"Love the coffee maker, exactly as described. Highly recommend to others.",positive
REV-2090,CUST-101427,"Love the office chair, exactly as described. Highly recommend to others.",positive
REV-2091,CUST-101880,"Great customer support when my phone case had an issue, resolved quickly.",positive
REV-2092,CUST-103220,The office chair arrived on time and packaging was perfect. Five stars.,positive
REV-2093,CUST-101218,"Excellent quality sneakers, exceeded my expectations. Will buy again!",positive
REV-2094,CUST-105631,"Great customer support when my blender had an issue, resolved quickly.",positive
REV-2095,CUST-101065,Customer support never responded about my desk lamp refund request.,negative
REV-2096,CUST-103360,Delivery took way too long and the office chair arrived damaged.,negative
REV-2097,CUST-105108,"Love the desk lamp, exactly as described. Highly recommend to others.",positive
REV-2098,CUST-103095,"Love the coffee maker, exactly as described. Highly recommend to others.",positive
REV-2099,CUST-103987,Customer support never responded about my sneakers refund request.,negative
REV-2100,CUST-104153,"The coffee maker broke after one week, very disappointed with the quality.",negative
